txn_id,branch,city,amount,transaction_type,status,timestamp
T191935,Branch 2,Delhi,,Failed,Success,2025-04-05 11:35:06.482624
T207284,Branch 2,Delhi,382.95,Transfer,Failed,2025-04-01 17:44:42.097405
T329046,Branch 2,Delhi,4264.21,Transfer,Failed,2025-04-06 23:17:35.139648
T956651,Branch 2,Delhi,1996.88,Deposit,Success,2025-04-06 15:24:56.889832
T969849,Branch 2,Delhi,4259.52,Deposit,Success,2025-04-01 20:12:53.875913
T410890,Branch 2,Delhi,579.59,Failed,Failed,2025-04-05 21:56:34.177651
T775658,Branch 2,Delhi,186.96,Failed,Success,2025-04-04 12:18:16.932427
T804775,Branch 2,Delhi,,Failed,Failed,2025-04-03 22:53:42.572447
T576012,Branch 2,Delhi,1800.16,Transfer,Success,2025-04-03 17:16:40.629501
T843202,Branch 2,Delhi,1475.04,Transfer,Failed,2025-04-07 12:51:55.583566
T730161,Branch 2,Delhi,874.73,Deposit,Failed,2025-04-04 23:36:43.651950
T886015,Branch 2,Delhi,,,,2025-04-01 11:00:06.777444
